"","Network","remove_strategy","remove_ratio","remove_number","measure","Run","value"
"1203","CW","edge_rand",0,"0","Pcr","run6",0.986935858009626
"1204","CW","node_rand",0,"0","Pcr","run6",0.986935858009626
"1205","CW","edge_rand",0.1,"692","Eff","run6",0.325155689021756
"1206","CW","node_rand",0.1,"35","Eff","run6",0.322787120481574
"1207","CW","edge_rand",0.1,"692","Eigen","run6",1.37904286037225
"1208","CW","node_rand",0.1,"35","Eigen","run6",2.00120443189098
"1209","CW","edge_rand",0.1,"692","Pcr","run6",0.983939508841594
"1210","CW","node_rand",0.1,"35","Pcr","run6",0.984195144380626
"1211","CW","edge_rand",0.2,"1383","Eff","run6",0.311175475258828
"1212","CW","node_rand",0.2,"71","Eff","run6",0.308404015300748
"1213","CW","edge_rand",0.2,"1383","Eigen","run6",0.744142763779987
"1214","CW","node_rand",0.2,"71","Eigen","run6",1.4689782901708
"1215","CW","edge_rand",0.2,"1383","Pcr","run6",0.979907350357074
"1216","CW","node_rand",0.2,"71","Pcr","run6",0.97988053079606
"1217","CW","edge_rand",0.3,"2075","Eff","run6",0.319777664973452
"1218","CW","node_rand",0.3,"106","Eff","run6",0.299721511721414
"1219","CW","edge_rand",0.3,"2075","Eigen","run6",0.288104433482513
"1220","CW","node_rand",0.3,"106","Eigen","run6",0.998213555215473
"1221","CW","edge_rand",0.3,"2075","Pcr","run6",0.974606310940106
"1222","CW","node_rand",0.3,"106","Pcr","run6",0.973627891337751
"1223","CW","edge_rand",0.4,"2766","Eff","run6",0.297363873821837
"1224","CW","node_rand",0.4,"142","Eff","run6",0.28516194013937
"1225","CW","edge_rand",0.4,"2766","Eigen","run6",0.0920487059917945
"1226","CW","node_rand",0.4,"142","Eigen","run6",0.643036660475285
"1227","CW","edge_rand",0.4,"2766","Pcr","run6",0.964273450408083
"1228","CW","node_rand",0.4,"142","Pcr","run6",0.958464691140432
"1229","CW","edge_rand",0.5,"3458","Eff","run6",0.292997816425096
"1230","CW","node_rand",0.5,"177","Eff","run6",0.283164581024377
"1231","CW","edge_rand",0.5,"3458","Eigen","run6",0.0460004323417557
"1232","CW","node_rand",0.5,"177","Eigen","run6",0.348318121524513
"1233","CW","edge_rand",0.5,"3458","Pcr","run6",0.950367472795365
"1234","CW","node_rand",0.5,"177","Pcr","run6",0.943302180685358
"1235","CW","edge_rand",0.6,"4150","Eff","run6",0.285685748277956
"1236","CW","node_rand",0.6,"212","Eff","run6",0.287499049061989
"1237","CW","edge_rand",0.6,"4150","Eigen","run6",0.0275848515695109
"1238","CW","node_rand",0.6,"212","Eigen","run6",0.243594991413939
"1239","CW","edge_rand",0.6,"4150","Pcr","run6",0.923226638435984
"1240","CW","node_rand",0.6,"212","Pcr","run6",0.916889378902824
"1241","CW","edge_rand",0.7,"4841","Eff","run6",0.26579599374908
"1242","CW","node_rand",0.7,"248","Eff","run6",0.253198546392442
"1243","CW","edge_rand",0.7,"4841","Eigen","run6",0.0194326971075942
"1244","CW","node_rand",0.7,"248","Eigen","run6",0.0805534523315642
"1245","CW","edge_rand",0.7,"4841","Pcr","run6",0.861801206119032
"1246","CW","node_rand",0.7,"248","Pcr","run6",0.790630858283935
"1247","CW","edge_rand",0.8,"5533","Eff","run6",0.245181402600269
"1248","CW","node_rand",0.8,"283","Eff","run6",0.227224712429918
"1249","CW","edge_rand",0.8,"5533","Eigen","run6",0.0140808452673852
"1250","CW","node_rand",0.8,"283","Eigen","run6",0.0552767730161019
"1251","CW","edge_rand",0.8,"5533","Pcr","run6",0.656729233165532
"1252","CW","node_rand",0.8,"283","Pcr","run6",0.370610296624616
"1253","CW","edge_rand",0.9,"6224","Eff","run6",0.208369482648961
"1254","CW","node_rand",0.9,"319","Eff","run6",0.163661465822838
"1255","CW","edge_rand",0.9,"6224","Eigen","run6",0.00948498857573587
"1256","CW","node_rand",0.9,"319","Eigen","run6",0.0352589321045379
"1257","CW","edge_rand",0.9,"6224","Pcr","run6",-3.39296312858246
"1258","CW","node_rand",0.9,"319","Pcr","run6",2.93824768188588
"1259","IW","edge_rand",0,"0","Eff","run7",0.373645411937662
"1260","IW","node_rand",0,"0","Eff","run7",0.373645411937662
"1261","IW","edge_rand",0,"0","Eigen","run7",2.14453030934286
"1262","IW","node_rand",0,"0","Eigen","run7",2.14453030934286
"1263","IW","edge_rand",0,"0","Pcr","run7",0.986757824967231
"1264","IW","node_rand",0,"0","Pcr","run7",0.986757824967231
"1265","IW","edge_rand",0.1,"660","Eff","run7",0.367171661596382
"1266","IW","node_rand",0.1,"30","Eff","run7",0.374349473331265
"1267","IW","edge_rand",0.1,"660","Eigen","run7",1.30676518229371
"1268","IW","node_rand",0.1,"30","Eigen","run7",2.05516072903853
"1269","IW","edge_rand",0.1,"660","Pcr","run7",0.983735002492448
"1270","IW","node_rand",0.1,"30","Pcr","run7",0.985504066440265
"1271","IW","edge_rand",0.2,"1319","Eff","run7",0.367816313530545
"1272","IW","node_rand",0.2,"61","Eff","run7",0.36043658830519
"1273","IW","edge_rand",0.2,"1319","Eigen","run7",0.634899880751641
"1274","IW","node_rand",0.2,"61","Eigen","run7",1.17443473907505
"1275","IW","edge_rand",0.2,"1319","Pcr","run7",0.979895617435235
"1276","IW","node_rand",0.2,"61","Pcr","run7",0.978650692711721
"1277","IW","edge_rand",0.3,"1979","Eff","run7",0.348021421236329
"1278","IW","node_rand",0.3,"92","Eff","run7",0.341318243554168
"1279","IW","edge_rand",0.3,"1979","Eigen","run7",0.247101404262528
"1280","IW","node_rand",0.3,"92","Eigen","run7",0.768493244942972
"1281","IW","edge_rand",0.3,"1979","Pcr","run7",0.973216369771426
"1282","IW","node_rand",0.3,"92","Pcr","run7",0.969759446636747
"1283","IW","edge_rand",0.4,"2639","Eff","run7",0.35016619542761
"1284","IW","node_rand",0.4,"122","Eff","run7",0.320339629695213
"1285","IW","edge_rand",0.4,"2639","Eigen","run7",0.104192556024766
"1286","IW","node_rand",0.4,"122","Eigen","run7",0.972700964127063
"1287","IW","edge_rand",0.4,"2639","Pcr","run7",0.964897750977208
"1288","IW","node_rand",0.4,"122","Pcr","run7",0.965925114796775
"1289","IW","edge_rand",0.5,"3298","Eff","run7",0.328952169186869
"1290","IW","node_rand",0.5,"152","Eff","run7",0.311229616484699
"1291","IW","edge_rand",0.5,"3298","Eigen","run7",0.0515481975660233
"1292","IW","node_rand",0.5,"152","Eigen","run7",0.250628759787222
"1293","IW","edge_rand",0.5,"3298","Pcr","run7",0.949253208248584
"1294","IW","node_rand",0.5,"152","Pcr","run7",0.934819678762475
"1295","IW","edge_rand",0.6,"3958","Eff","run7",0.310429728826725
"1296","IW","node_rand",0.6,"183","Eff","run7",0.324393981294061
"1297","IW","edge_rand",0.6,"3958","Eigen","run7",0.032371044820052
"1298","IW","node_rand",0.6,"183","Eigen","run7",0.136231214506826
"1299","IW","edge_rand",0.6,"3958","Pcr","run7",0.92034471977061
"1300","IW","node_rand",0.6,"183","Pcr","run7",0.877317612928421
"1301","IW","edge_rand",0.7,"4618","Eff","run7",0.312659769399625
"1302","IW","node_rand",0.7,"214","Eff","run7",0.302014291516408
"1303","IW","edge_rand",0.7,"4618","Eigen","run7",0.0244728460448575
"1304","IW","node_rand",0.7,"214","Eigen","run7",0.0950199419873734
"1305","IW","edge_rand",0.7,"4618","Pcr","run7",0.860008006586478
"1306","IW","node_rand",0.7,"214","Pcr","run7",0.778114244402654
"1307","IW","edge_rand",0.8,"5278","Eff","run7",0.283573777047123
"1308","IW","node_rand",0.8,"244","Eff","run7",0.240111485616499
"1309","IW","edge_rand",0.8,"5278","Eigen","run7",0.0174707497234313
"1310","IW","node_rand",0.8,"244","Eigen","run7",0.054158485377029
"1311","IW","edge_rand",0.8,"5278","Pcr","run7",0.645945869993917
"1312","IW","node_rand",0.8,"244","Pcr","run7",-0.321249749649509
"1313","IW","edge_rand",0.9,"5937","Eff","run7",0.225272168609416
"1314","IW","node_rand",0.9,"274","Eff","run7",0.234436574589931
"1315","IW","edge_rand",0.9,"5937","Eigen","run7",0.0102333715213063
"1316","IW","node_rand",0.9,"274","Eigen","run7",0.0596244528933278
"1317","IW","edge_rand",0.9,"5937","Pcr","run7",-5.17561296233593
"1318","IW","node_rand",0.9,"274","Pcr","run7",17.5498907501821
"1319","TW","edge_rand",0,"0","Eff","run7",0.167628704367863
"1320","TW","node_rand",0,"0","Eff","run7",0.167628704367863
"1321","TW","edge_rand",0,"0","Eigen","run7",0.0106883084538406
"1322","TW","node_rand",0,"0","Eigen","run7",0.0106883084538406
"1323","TW","edge_rand",0,"0","Pcr","run7",0.90765247410817
"1324","TW","node_rand",0,"0","Pcr","run7",0.90765247410817
"1325","TW","edge_rand",0.1,"64","Eff","run7",0.165152026505415
"1326","TW","node_rand",0.1,"23","Eff","run7",0.148557667482556
"1327","TW","edge_rand",0.1,"64","Eigen","run7",0.0100141683843001
"1328","TW","node_rand",0.1,"23","Eigen","run7",0.00982945972819199
"1329","TW","edge_rand",0.1,"64","Pcr","run7",0.89087786157108
"1330","TW","node_rand",0.1,"23","Pcr","run7",0.860778461576409
"1331","TW","edge_rand",0.2,"128","Eff","run7",0.155747507495383
"1332","TW","node_rand",0.2,"47","Eff","run7",0.163240047958249
"1333","TW","edge_rand",0.2,"128","Eigen","run7",0.00964326585428257
"1334","TW","node_rand",0.2,"47","Eigen","run7",0.0120874021850868
"1335","TW","edge_rand",0.2,"128","Pcr","run7",0.86699661875139
"1336","TW","node_rand",0.2,"47","Pcr","run7",0.88504208439861
"1337","TW","edge_rand",0.3,"193","Eff","run7",0.138805497757582
"1338","TW","node_rand",0.3,"70","Eff","run7",0.141932960402531
"1339","TW","edge_rand",0.3,"193","Eigen","run7",0.00815833909833446
"1340","TW","node_rand",0.3,"70","Eigen","run7",0.0131062120833079
"1341","TW","edge_rand",0.3,"193","Pcr","run7",0.810587322372569
"1342","TW","node_rand",0.3,"70","Pcr","run7",0.875946414053939
"1343","TW","edge_rand",0.4,"257","Eff","run7",0.149681150222147
"1344","TW","node_rand",0.4,"94","Eff","run7",0.0953185533103092
"1345","TW","edge_rand",0.4,"257","Eigen","run7",0.00926419618438407
"1346","TW","node_rand",0.4,"94","Eigen","run7",0.0104419076650095
"1347","TW","edge_rand",0.4,"257","Pcr","run7",0.791463652309491
"1348","TW","node_rand",0.4,"94","Pcr","run7",0.7065449487727
"1349","TW","edge_rand",0.5,"321","Eff","run7",0.125671197916372
"1350","TW","node_rand",0.5,"117","Eff","run7",0.0825167611940287
"1351","TW","edge_rand",0.5,"321","Eigen","run7",0.00737624579665521
"1352","TW","node_rand",0.5,"117","Eigen","run7",0.0105485961815765
"1353","TW","edge_rand",0.5,"321","Pcr","run7",0.626681533702611
"1354","TW","node_rand",0.5,"117","Pcr","run7",0.592639593908629
"1355","TW","edge_rand",0.6,"385","Eff","run7",0.117275490522616
"1356","TW","node_rand",0.6,"140","Eff","run7",0.0777573418078532
"1357","TW","edge_rand",0.6,"385","Eigen","run7",0.00713383447920602
"1358","TW","node_rand",0.6,"140","Eigen","run7",0.0121921099029046
"1359","TW","edge_rand",0.6,"385","Pcr","run7",0.383406456682601
"1360","TW","node_rand",0.6,"140","Pcr","run7",0.538729649163036
"1361","TW","edge_rand",0.7,"449","Eff","run7",0.0675792893143949
"1362","TW","node_rand",0.7,"164","Eff","run7",0.0566237237833421
"1363","TW","edge_rand",0.7,"449","Eigen","run7",0.00561838046522963
"1364","TW","node_rand",0.7,"164","Eigen","run7",0.00928169821533537
"1365","TW","edge_rand",0.7,"449","Pcr","run7",-0.408217920269339
"1366","TW","node_rand",0.7,"164","Pcr","run7",-9.7
"1367","TW","edge_rand",0.8,"514","Eff","run7",0.0834704145146742
"1368","TW","node_rand",0.8,"187","Eff","run7",0.0128922328417737
"1369","TW","edge_rand",0.8,"514","Eigen","run7",0.00801159853671876
"1370","TW","node_rand",0.8,"187","Eigen","run7",0.00579109007674052
"1371","TW","edge_rand",0.8,"514","Pcr","run7",-1.81578947368421
"1372","TW","node_rand",0.8,"187","Pcr","run7",2.20570606569168
"1373","TW","edge_rand",0.9,"578","Eff","run7",0.0178776120460818
"1374","TW","node_rand",0.9,"211","Eff","run7",0.0191997182645434
"1375","TW","edge_rand",0.9,"578","Eigen","run7",0.0063454755491829
"1376","TW","node_rand",0.9,"211","Eigen","run7",0.00943506514407973
"1377","TW","edge_rand",0.9,"578","Pcr","run7",2.94545454545455
"1378","TW","node_rand",0.9,"211","Pcr","run7",2.21112204724409
"1379","CW","edge_rand",0,"0","Eff","run7",0.328023480573893
"1380","CW","node_rand",0,"0","Eff","run7",0.328023480573893
"1381","CW","edge_rand",0,"0","Eigen","run7",2.29116766171367
"1382","CW","node_rand",0,"0","Eigen","run7",2.29116766171367
"1383","CW","edge_rand",0,"0","Pcr","run7",0.986935858009626
"1384","CW","node_rand",0,"0","Pcr","run7",0.986935858009626
"1385","CW","edge_rand",0.1,"692","Eff","run7",0.317989027368746
"1386","CW","node_rand",0.1,"35","Eff","run7",0.324806405617512
"1387","CW","edge_rand",0.1,"692","Eigen","run7",1.45760424827211
"1388","CW","node_rand",0.1,"35","Eigen","run7",2.00373348254127
"1389","CW","edge_rand",0.1,"692","Pcr","run7",0.983960203954549
"1390","CW","node_rand",0.1,"35","Pcr","run7",0.984184234820517
"1391","CW","edge_rand",0.2,"1383","Eff","run7",0.313381525411868
"1392","CW","node_rand",0.2,"71","Eff","run7",0.312625268697236
"1393","CW","edge_rand",0.2,"1383","Eigen","run7",0.696752849733615
"1394","CW","node_rand",0.2,"71","Eigen","run7",1.5119350593643
"1395","CW","edge_rand",0.2,"1383","Pcr","run7",0.979801107919995
"1396","CW","node_rand",0.2,"71","Pcr","run7",0.979770476956999
"1397","CW","edge_rand",0.3,"2075","Eff","run7",0.30598647606517
"1398","CW","node_rand",0.3,"106","Eff","run7",0.301171780702501
"1399","CW","edge_rand",0.3,"2075","Eigen","run7",0.264597248979367
"1400","CW","node_rand",0.3,"106","Eigen","run7",0.74935705801535
"1401","CW","edge_rand",0.3,"2075","Pcr","run7",0.973900188415069
"1402","CW","node_rand",0.3,"106","Pcr","run7",0.969681107604874
"1403","CW","edge_rand",0.4,"2766","Eff","run7",0.295633175769418
"1404","CW","node_rand",0.4,"142","Eff","run7",0.284822678942026
"1405","CW","edge_rand",0.4,"2766","Eigen","run7",0.0991566469820836
"1406","CW","node_rand",0.4,"142","Eigen","run7",0.612757901678602
"1407","CW","edge_rand",0.4,"2766","Pcr","run7",0.964832897637985
"1408","CW","node_rand",0.4,"142","Pcr","run7",0.959658543559271
"1409","CW","edge_rand",0.5,"3458","Eff","run7",0.294056389198194
"1410","CW","node_rand",0.5,"177","Eff","run7",0.269417065492301
"1411","CW","edge_rand",0.5,"3458","Eigen","run7",0.0445775893803795
"1412","CW","node_rand",0.5,"177","Eigen","run7",0.278922776184094
"1413","CW","edge_rand",0.5,"3458","Pcr","run7",0.949549886810281
"1414","CW","node_rand",0.5,"177","Pcr","run7",0.939048894842599
"1415","CW","edge_rand",0.6,"4150","Eff","run7",0.277813857454898
"1416","CW","node_rand",0.6,"212","Eff","run7",0.268833874165263
"1417","CW","edge_rand",0.6,"4150","Eigen","run7",0.0267776638048563
"1418","CW","node_rand",0.6,"212","Eigen","run7",0.29469524124321
"1419","CW","edge_rand",0.6,"4150","Pcr","run7",0.921984194793014
"1420","CW","node_rand",0.6,"212","Pcr","run7",0.928258854633583
"1421","CW","edge_rand",0.7,"4841","Eff","run7",0.271551959729164
"1422","CW","node_rand",0.7,"248","Eff","run7",0.288554475324505
"1423","CW","edge_rand",0.7,"4841","Eigen","run7",0.0198252105224517
"1424","CW","node_rand",0.7,"248","Eigen","run7",0.37347732430989
"1425","CW","edge_rand",0.7,"4841","Pcr","run7",0.864430203339498
"1426","CW","node_rand",0.7,"248","Pcr","run7",0.911896056248384
"1427","CW","edge_rand",0.8,"5533","Eff","run7",0.226652589777529
"1428","CW","node_rand",0.8,"283","Eff","run7",0.264038209525518
"1429","CW","edge_rand",0.8,"5533","Eigen","run7",0.0137723924265282
"1430","CW","node_rand",0.8,"283","Eigen","run7",0.0722546468588196
"1431","CW","edge_rand",0.8,"5533","Pcr","run7",0.646431228200867
"1432","CW","node_rand",0.8,"283","Pcr","run7",0.604349738857742
"1433","CW","edge_rand",0.9,"6224","Eff","run7",0.186284212614665
"1434","CW","node_rand",0.9,"319","Eff","run7",0.160384382186294
"1435","CW","edge_rand",0.9,"6224","Eigen","run7",0.00845800734022375
"1436","CW","node_rand",0.9,"319","Eigen","run7",0.0297463709721945
"1437","CW","edge_rand",0.9,"6224","Pcr","run7",-8.64518777366115
"1438","CW","node_rand",0.9,"319","Pcr","run7",2.57996423116588
"1439","IW","edge_rand",0,"0","Eff","run8",0.373645411937662
"1440","IW","node_rand",0,"0","Eff","run8",0.373645411937662
"1441","IW","edge_rand",0,"0","Eigen","run8",2.14453030934286
"1442","IW","node_rand",0,"0","Eigen","run8",2.14453030934286
"1443","IW","edge_rand",0,"0","Pcr","run8",0.986757824967231
"1444","IW","node_rand",0,"0","Pcr","run8",0.986757824967231
"1445","IW","edge_rand",0.1,"660","Eff","run8",0.361132505071084
"1446","IW","node_rand",0.1,"30","Eff","run8",0.376264620947415
"1447","IW","edge_rand",0.1,"660","Eigen","run8",1.30918743240508
"1448","IW","node_rand",0.1,"30","Eigen","run8",1.97126482216727
"1449","IW","edge_rand",0.1,"660","Pcr","run8",0.983746918917072
"1450","IW","node_rand",0.1,"30","Pcr","run8",0.985359167364003
"1451","IW","edge_rand",0.2,"1319","Eff","run8",0.358524355062295
"1452","IW","node_rand",0.2,"61","Eff","run8",0.363952046134445
"1453","IW","edge_rand",0.2,"1319","Eigen","run8",0.667470497331178
"1454","IW","node_rand",0.2,"61","Eigen","run8",1.41552459124833
"1455","IW","edge_rand",0.2,"1319","Pcr","run8",0.979522762813599
"1456","IW","node_rand",0.2,"61","Pcr","run8",0.97883146272924
"1457","IW","edge_rand",0.3,"1979","Eff","run8",0.349879283995711
"1458","IW","node_rand",0.3,"92","Eff","run8",0.359073343288165
"1459","IW","edge_rand",0.3,"1979","Eigen","run8",0.261166019136679
"1460","IW","node_rand",0.3,"92","Eigen","run8",1.15676308904529
"1461","IW","edge_rand",0.3,"1979","Pcr","run8",0.973804330388307
"1462","IW","node_rand",0.3,"92","Pcr","run8",0.974968419732893
"1463","IW","edge_rand",0.4,"2639","Eff","run8",0.344972318064683
"1464","IW","node_rand",0.4,"122","Eff","run8",0.336184839972532
"1465","IW","edge_rand",0.4,"2639","Eigen","run8",0.103971543061363
"1466","IW","node_rand",0.4,"122","Eigen","run8",0.26007953904044
"1467","IW","edge_rand",0.4,"2639","Pcr","run8",0.964999557229485
"1468","IW","node_rand",0.4,"122","Pcr","run8",0.946118935283372
"1469","IW","edge_rand",0.5,"3298","Eff","run8",0.336043866374528
"1470","IW","node_rand",0.5,"152","Eff","run8",0.295801169312476
"1471","IW","edge_rand",0.5,"3298","Eigen","run8",0.0518946492498341
"1472","IW","node_rand",0.5,"152","Eigen","run8",0.278462875852365
"1473","IW","edge_rand",0.5,"3298","Pcr","run8",0.949387249343195
"1474","IW","node_rand",0.5,"152","Pcr","run8",0.926876775527919
"1475","IW","edge_rand",0.6,"3958","Eff","run8",0.312197640614585
"1476","IW","node_rand",0.6,"183","Eff","run8",0.301077692892467
"1477","IW","edge_rand",0.6,"3958","Eigen","run8",0.0320829632391245
"1478","IW","node_rand",0.6,"183","Eigen","run8",0.138225080252007
"1479","IW","edge_rand",0.6,"3958","Pcr","run8",0.919106033307061
"1480","IW","node_rand",0.6,"183","Pcr","run8",0.889761542703407
"1481","IW","edge_rand",0.7,"4618","Eff","run8",0.293901614161247
"1482","IW","node_rand",0.7,"214","Eff","run8",0.325411049404656
"1483","IW","edge_rand",0.7,"4618","Eigen","run8",0.023392546538081
"1484","IW","node_rand",0.7,"214","Eigen","run8",0.260161931732345
"1485","IW","edge_rand",0.7,"4618","Pcr","run8",0.857568989186111
"1486","IW","node_rand",0.7,"214","Pcr","run8",0.909793264115337
"1487","IW","edge_rand",0.8,"5278","Eff","run8",0.285555724867407
"1488","IW","node_rand",0.8,"244","Eff","run8",0.290526618905636
"1489","IW","edge_rand",0.8,"5278","Eigen","run8",0.017884186524919
"1490","IW","node_rand",0.8,"244","Eigen","run8",0.162360692369322
"1491","IW","edge_rand",0.8,"5278","Pcr","run8",0.65734607395304
"1492","IW","node_rand",0.8,"244","Pcr","run8",0.696661762001104
"1493","IW","edge_rand",0.9,"5937","Eff","run8",0.223719423839166
"1494","IW","node_rand",0.9,"274","Eff","run8",0.192482926974547
"1495","IW","edge_rand",0.9,"5937","Eigen","run8",0.00980792655729423
"1496","IW","node_rand",0.9,"274","Eigen","run8",0.0579302606504291
"1497","IW","edge_rand",0.9,"5937","Pcr","run8",-13.5441851919897
"1498","IW","node_rand",0.9,"274","Pcr","run8",4.82027572293208
"1499","TW","edge_rand",0,"0","Eff","run8",0.167628704367863
"1500","TW","node_rand",0,"0","Eff","run8",0.167628704367863
"1501","TW","edge_rand",0,"0","Eigen","run8",0.0106883084538406
"1502","TW","node_rand",0,"0","Eigen","run8",0.0106883084538406
"1503","TW","edge_rand",0,"0","Pcr","run8",0.90765247410817
"1504","TW","node_rand",0,"0","Pcr","run8",0.90765247410817
"1505","TW","edge_rand",0.1,"64","Eff","run8",0.162533524165056
"1506","TW","node_rand",0.1,"23","Eff","run8",0.152124439579493
"1507","TW","edge_rand",0.1,"64","Eigen","run8",0.010158897858955
"1508","TW","node_rand",0.1,"23","Eigen","run8",0.0105334283394577
"1509","TW","edge_rand",0.1,"64","Pcr","run8",0.891065202310056
"1510","TW","node_rand",0.1,"23","Pcr","run8",0.883077066491276
"1511","TW","edge_rand",0.2,"128","Eff","run8",0.149266455679772
"1512","TW","node_rand",0.2,"47","Eff","run8",0.137931851981249
"1513","TW","edge_rand",0.2,"128","Eigen","run8",0.00928782531802901
"1514","TW","node_rand",0.2,"47","Eigen","run8",0.0112222394065334
"1515","TW","edge_rand",0.2,"128","Pcr","run8",0.859699190127266
"1516","TW","node_rand",0.2,"47","Pcr","run8",0.867563739376771
"1517","TW","edge_rand",0.3,"193","Eff","run8",0.141439828977485
"1518","TW","node_rand",0.3,"70","Eff","run8",0.125819927513727
"1519","TW","edge_rand",0.3,"193","Eigen","run8",0.00874065052406612
"1520","TW","node_rand",0.3,"70","Eigen","run8",0.0103207207547727
"1521","TW","edge_rand",0.3,"193","Pcr","run8",0.826134943933042
"1522","TW","node_rand",0.3,"70","Pcr","run8",0.78706209273259
"1523","TW","edge_rand",0.4,"257","Eff","run8",0.138611994331035
"1524","TW","node_rand",0.4,"94","Eff","run8",0.113911374548446
"1525","TW","edge_rand",0.4,"257","Eigen","run8",0.00834214693230336
"1526","TW","node_rand",0.4,"94","Eigen","run8",0.0102906332778139
"1527","TW","edge_rand",0.4,"257","Pcr","run8",0.770725749426814
"1528","TW","node_rand",0.4,"94","Pcr","run8",0.691210422163588
"1529","TW","edge_rand",0.5,"321","Eff","run8",0.119214196328179
"1530","TW","node_rand",0.5,"117","Eff","run8",0.106811876692479
"1531","TW","edge_rand",0.5,"321","Eigen","run8",0.0074307055647546
"1532","TW","node_rand",0.5,"117","Eigen","run8",0.0113854024956648
"1533","TW","edge_rand",0.5,"321","Pcr","run8",0.637936777881025
"1534","TW","node_rand",0.5,"117","Pcr","run8",0.633561643835616
"1535","TW","edge_rand",0.6,"385","Eff","run8",0.0979178613178728
"1536","TW","node_rand",0.6,"140","Eff","run8",0.069239013198939
"1537","TW","edge_rand",0.6,"385","Eigen","run8",0.00648421497233786
"1538","TW","node_rand",0.6,"140","Eigen","run8",0.00909308461714818
"1539","TW","edge_rand",0.6,"385","Pcr","run8",0.458561269146608
"1540","TW","node_rand",0.6,"140","Pcr","run8",-0.301837949779964
"1541","TW","edge_rand",0.7,"449","Eff","run8",0.0987599120116669
"1542","TW","node_rand",0.7,"164","Eff","run8",0.0580527813655455
"1543","TW","edge_rand",0.7,"449","Eigen","run8",0.00746528482406533
"1544","TW","node_rand",0.7,"164","Eigen","run8",0.0117778657340942
"1545","TW","edge_rand",0.7,"449","Pcr","run8",-0.0866275899672848
"1546","TW","node_rand",0.7,"164","Pcr","run8",-0.642183731637798
"1547","TW","edge_rand",0.8,"514","Eff","run8",0.0515599346916646
"1548","TW","node_rand",0.8,"187","Eff","run8",0.00706786827982283
"1549","TW","edge_rand",0.8,"514","Eigen","run8",0.00670969646637418
"1550","TW","node_rand",0.8,"187","Eigen","run8",0.00348490998265021
"1551","TW","edge_rand",0.8,"514","Pcr","run8",-9.7
"1552","TW","node_rand",0.8,"187","Pcr","run8",2.09326086956522
"1553","TW","edge_rand",0.9,"578","Eff","run8",0.0517260635580481
"1554","TW","node_rand",0.9,"211","Eff","run8",0.00864387775962497
"1555","TW","edge_rand",0.9,"578","Eigen","run8",0.00874931500033709
"1556","TW","node_rand",0.9,"211","Eigen","run8",0.0047856036420696
"1557","TW","edge_rand",0.9,"578","Pcr","run8",3.93915159944367
"1558","TW","node_rand",0.9,"211","Pcr","run8",2.04991467576792
"1559","CW","edge_rand",0,"0","Eff","run8",0.328023480573893
"1560","CW","node_rand",0,"0","Eff","run8",0.328023480573893
"1561","CW","edge_rand",0,"0","Eigen","run8",2.29116766171367
"1562","CW","node_rand",0,"0","Eigen","run8",2.29116766171367
"1563","CW","edge_rand",0,"0","Pcr","run8",0.986935858009626
"1564","CW","node_rand",0,"0","Pcr","run8",0.986935858009626
"1565","CW","edge_rand",0.1,"692","Eff","run8",0.32289394302792
"1566","CW","node_rand",0.1,"35","Eff","run8",0.315331678569965
"1567","CW","edge_rand",0.1,"692","Eigen","run8",1.44643323835896
"1568","CW","node_rand",0.1,"35","Eigen","run8",1.77025785210506
"1569","CW","edge_rand",0.1,"692","Pcr","run8",0.984106633445771
"1570","CW","node_rand",0.1,"35","Pcr","run8",0.983036505263764
"1571","CW","edge_rand",0.2,"1383","Eff","run8",0.309373145796636
"1572","CW","node_rand",0.2,"71","Eff","run8",0.306454449636118
"1573","CW","edge_rand",0.2,"1383","Eigen","run8",0.735857725422908
"1574","CW","node_rand",0.2,"71","Eigen","run8",1.42581877132953
"1575","CW","edge_rand",0.2,"1383","Pcr","run8",0.979994015841115
"1576","CW","node_rand",0.2,"71","Pcr","run8",0.979337584600729
"1577","CW","edge_rand",0.3,"2075","Eff","run8",0.30425540116073
"1578","CW","node_rand",0.3,"106","Eff","run8",0.298216264174777
"1579","CW","edge_rand",0.3,"2075","Eigen","run8",0.251987374025025
"1580","CW","node_rand",0.3,"106","Eigen","run8",0.615794110282945
"1581","CW","edge_rand",0.3,"2075","Pcr","run8",0.973687432913805
"1582","CW","node_rand",0.3,"106","Pcr","run8",0.962872141104774
"1583","CW","edge_rand",0.4,"2766","Eff","run8",0.298946954586453
"1584","CW","node_rand",0.4,"142","Eff","run8",0.293094744462117
"1585","CW","edge_rand",0.4,"2766","Eigen","run8",0.0913262927827081
"1586","CW","node_rand",0.4,"142","Eigen","run8",0.696184157709538
"1587","CW","edge_rand",0.4,"2766","Pcr","run8",0.964684534534965
"1588","CW","node_rand",0.4,"142","Pcr","run8",0.9614129739648
"1589","CW","edge_rand",0.5,"3458","Eff","run8",0.294951238011957
"1590","CW","node_rand",0.5,"177","Eff","run8",0.265117573433271
"1591","CW","edge_rand",0.5,"3458","Eigen","run8",0.0457800801907212
"1592","CW","node_rand",0.5,"177","Eigen","run8",0.144952015399278
"1593","CW","edge_rand",0.5,"3458","Pcr","run8",0.951357155472567
"1594","CW","node_rand",0.5,"177","Pcr","run8",0.90761421319797
"1595","CW","edge_rand",0.6,"4150","Eff","run8",0.29023257804348
